country,1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
Chad,232e3,253e3,279e3,305e3,371e3,415e3,454e3,513e3,616e3,746e3,893e3,107e4,1236e3,1427e3,1648e3,1857e3,2082e3,2303e3,2498e3,2647e3,2749e3
Channel Islands,7e3,7e3,6e3,7e3,7e3,9e3,1e4,1e4,9e3,8e3,8e3,9e3,9e3,8e3,8e3,7e3,7e3,7e3,7e3,7e3,7e3
Chile,576e3,608e3,728e3,821e3,955e3,1164e3,1304e3,1251e3,1236e3,117e4,1323e3,1463e3,1488e3,1329e3,1239e3,125e4,1263e3,1251e3,1238e3,1205e3,1172e3
China,53387e3,51472e3,53478e3,66518e3,89585e3,8572e4,106274e3,127281e3,121081e3,95657e3,102117e3,123242e3,106117e3,94289e3,86544e3,8703e4,90971e3,89064e3,81338e3,75224e3,73038e3
Colombia,1186e3,1319e3,1537e3,1954e3,2398e3,2766e3,3209e3,3514e3,3451e3,378e4,3992e3,4176e3,4362e3,4369e3,4377e3,4439e3,4389e3,4343e3,4265e3,416e4,4039e3
Comoros,16e3,17e3,18e3,18e3,24e3,29e3,35e3,4e4,47e3,57e3,7e4,66e3,68e3,74e3,84e3,95e3,97e3,95e3,94e3,96e3,1e5
"Congo, Dem. Rep.",1236e3,1398e3,1597e3,1804e3,2052e3,237e4,2755e3,3179e3,3743e3,4566e3,5339e3,6397e3,7533e3,8681e3,9944e3,10822e3,11918e3,12887e3,13514e3,13835e3,13979e3
"Congo, Rep.",8e4,88e3,98e3,111e3,129e3,153e3,183e3,22e4,262e3,308e3,342e3,381e3,413e3,443e3,497e3,526e3,545e3,564e3,571e3,574e3,577e3
Costa Rica,86e3,99e3,115e3,147e3,199e3,241e3,288e3,296e3,284e3,333e3,398e3,446e3,433e3,414e3,404e3,381e3,399e3,391e3,388e3,38e4,374e3
Cote d'Ivoire,263e3,302e3,34e4,385e3,472e3,602e3,771e3,986e3,1258e3,1612e3,1872e3,2047e3,2307e3,2566e3,2882e3,3113e3,3321e3,3456e3,3558e3,3647e3,3717e3
Croatia,366e3,337e3,285e3,364e3,371e3,338e3,32e4,305e3,305e3,324e3,309e3,276e3,258e3,241e3,209e3,211e3,214e3,208e3,2e5,19e4,184e3
Cuba,57e4,652e3,697e3,72e4,825e3,825e3,1172e3,1158e3,1056e3,741e3,804e3,845e3,762e3,694e3,633e3,559e3,537e3,518e3,488e3,454e3,419e3
Cyprus,46e3,47e3,48e3,59e3,58e3,66e3,56e3,53e3,5e4,56e3,63e3,64e3,65e3,56e3,52e3,53e3,57e3,6e4,62e3,61e3,6e4
Czech Rep.,622e3,565e3,723e3,876e3,836e3,713e3,682e3,686e3,842e3,868e3,692e3,66e4,608e3,459e3,485e3,564e3,58e4,552e3,516e3,487e3,489e3
Denmark,292e3,311e3,381e3,415e3,373e3,37e4,396e3,392e3,368e3,322e3,28e4,309e3,354e3,349e3,335e3,326e3,308e3,308e3,32e4,327e3,323e3
Djibouti,6e3,8e3,9e3,13e3,16e3,23e3,37e3,44e3,6e4,66e3,8e4,92e3,1e5,99e3,102e3,105e3,109e3,113e3,116e3,117e3,116e3
Dominican Rep.,26e4,291e3,335e3,388e3,482e3,597e3,696e3,762e3,801e3,839e3,908e3,961e3,1005e3,997e3,1026e3,1039e3,1023e3,999e3,971e3,944e3,913e3
Ecuador,323e3,367e3,413e3,486e3,635e3,733e3,854e3,988e3,1116e3,1239e3,1298e3,1323e3,1342e3,1406e3,1383e3,1333e3,1305e3,1291e3,126e4,122e4,117e4
Egypt,2134e3,2232e3,2362e3,3334e3,3805e3,4362e3,4789e3,5367e3,5705e3,6934e3,7965e3,9123e3,8079e3,8381e3,8924e3,9511e3,9769e3,9552e3,9271e3,9181e3,9206e3
El Salvador,229e3,246e3,264e3,315e3,392e3,451e3,487e3,52e4,588e3,595e3,586e3,625e3,698e3,692e3,574e3,562e3,584e3,59e4,59e4,553e3,521e3
Equatorial Guinea,21e3,21e3,23e3,24e3,29e3,26e3,3e4,38e3,32e3,29e3,45e3,66e3,75e3,81e3,88e3,99e3,113e3,123e3,128e3,131e3,135e3
Eritrea,119e3,133e3,149e3,169e3,182e3,215e3,2e5,27e4,377e3,435e3,439e3,508e3,542e3,593e3,719e3,833e3,876e3,873e3,861e3,875e3,913e3
Estonia,97e3,104e3,87e3,92e3,101e3,107e3,103e3,103e3,111e3,1e5,103e3,108e3,77e3,62e3,65e3,78e3,84e3,81e3,74e3,65e3,62e3
Ethiopia,187e4,2086e3,2356e3,2673e3,2897e3,3278e3,3645e3,4279e3,4961e3,5717e3,6708e3,8096e3,9604e3,10702e3,11667e3,12983e3,13973e3,1472e4,15179e3,15382e3,15405e3
Fiji,3e4,36e3,41e3,5e4,6e4,73e3,73e3,73e3,71e3,83e3,88e3,82e3,86e3,88e3,83e3,79e3,76e3,73e3,7e4,68e3,65e3
Finland,31e4,327e3,357e3,484e3,426e3,399e3,382e3,351e3,302e3,328e3,332e3,319e3,335e3,305e3,296e3,304e3,31e4,311e3,307e3,299e3,291e3
France,3136e3,2834e3,2785e3,4181e3,4153e3,4225e3,4356e3,4272e3,4263e3,3747e3,3921e3,3908e3,3722e3,3768e3,4007e3,3998e3,3827e3,376e4,3709e3,3711e3,3771e3
French Guiana,2e3,2e3,2e3,3e3,5e3,6e3,7e3,8e3,11e3,12e3,15e3,18e3,23e3,25e3,27e3,28e3,29e3,31e3,32e3,33e3,33e3
French Polynesia,6e3,7e3,8e3,9e3,11e3,14e3,17e3,2e4,21e3,2e4,23e3,28e3,23e3,24e3,23e3,24e3,24e3,23e3,23e3,22e3,21e3
Gabon,39e3,4e4,4e4,4e4,46e3,52e3,6e4,7e4,87e3,108e3,129e3,148e3,171e3,172e3,174e3,179e3,187e3,193e3,194e3,193e3,191e3
Gambia,26e3,29e3,33e3,36e3,35e3,44e3,55e3,68e3,85e3,105e3,126e3,151e3,183e3,215e3,242e3,264e3,285e3,302e3,317e3,329e3,338e3
Georgia,34e4,409e3,28e4,3e5,402e3,476e3,48e4,421e3,413e3,381e3,375e3,393e3,332e3,226e3,215e3,236e3,229e3,215e3,194e3,177e3,172e3
Germany,4934e3,6176e3,5316e3,4598e3,5334e3,5841e3,6643e3,613e4,4472e3,4324e3,4645e3,4838e3,4259e3,3991e3,3696e3,3415e3,3315e3,3349e3,3308e3,3203e3,3086e3
Ghana,516e3,604e3,711e3,831e3,847e3,1005e3,1152e3,1398e3,1627e3,1871e3,2122e3,2383e3,2605e3,2776e3,2972e3,3217e3,344e4,3574e3,368e4,3751e3,3844e3
Greece,784e3,768e3,626e3,723e3,66e4,705e3,725e3,775e3,759e3,806e3,738e3,608e3,556e3,537e3,535e3,557e3,533e3,509e3,489e3,485e3,493e3
Grenada,7e3,8e3,7e3,9e3,1e4,12e3,12e3,12e3,1e4,1e4,12e3,13e3,11e3,9e3,9e3,9e3,9e3,9e3,8e3,7e3,6e3
Guadeloupe,19e3,2e4,23e3,33e3,36e3,37e3,4e4,41e3,42e3,38e3,35e3,36e3,33e3,31e3,33e3,31e3,3e4,29e3,27e3,26e3,25e3
Guam,7e3,6e3,5e3,6e3,8e3,9e3,11e3,12e3,12e3,12e3,13e3,14e3,16e3,17e3,16e3,16e3,16e3,16e3,16e3,16e3,16e3
Guatemala,339e3,361e3,407e3,508e3,588e3,646e3,733e3,837e3,97e4,1115e3,1259e3,138e4,159e4,178e4,1972e3,2112e3,2217e3,2274e3,2287e3,2261e3,2208e3
Guinea,233e3,261e3,318e3,336e3,387e3,408e3,469e3,528e3,622e3,771e3,883e3,984e3,11e5,1248e3,1426e3,1628e3,1797e3,1925e3,202e4,2096e3,2165e3
Guinea-Bissau,5e4,5e4,57e3,57e3,76e3,64e3,77e3,72e3,126e3,123e3,126e3,143e3,166e3,194e3,219e3,245e3,269e3,291e3,312e3,329e3,343e3
Guyana,4e4,41e3,5e4,67e3,8e4,88e3,99e3,94e3,88e3,87e3,83e3,65e3,72e3,8e4,71e3,58e3,53e3,51e3,49e3,45e3,39e3
Haiti,324e3,364e3,389e3,399e3,482e3,544e3,614e3,657e3,693e3,821e3,1017e3,1071e3,1113e3,1159e3,1168e3,1202e3,1225e3,1243e3,1245e3,1227e3,1199e3
Honduras,151e3,168e3,189e3,23e4,285e3,335e3,399e3,47e4,53e4,617e3,701e3,778e3,862e3,896e3,908e3,938e3,955e3,953e3,931e3,897e3,855e3
"Hong Kong, China",214e3,173e3,161e3,381e3,429e3,526e3,563e3,471e3,434e3,443e3,454e3,425e3,465e3,382e3,255e3,297e3,353e3,358e3,356e3,341e3,33e4
Hungary,765e3,733e3,75e4,803e3,927e3,793e3,645e3,705e3,79e4,831e3,671e3,632e3,597e3,502e3,485e3,501e3,497e3,481e3,464e3,447e3,435e3
Iceland,12e3,12e3,14e3,18e3,2e4,22e3,23e3,22e3,21e3,21e3,21e3,22e3,24e3,22e3,22e3,24e3,24e3,24e3,23e3,22e3,21e3
India,38004e3,40094e3,41157e3,45902e3,59055e3,65341e3,71798e3,7876e4,86939e3,97237e3,106183e3,113991e3,121243e3,122429e3,123698e3,122042e3,120664e3,117197e3,112033e3,105678e3,100618e3
Indonesia,8325e3,9072e3,927e4,9475e3,1141e4,13816e3,15736e3,17742e3,19353e3,20392e3,2114e4,20723e3,20454e3,20351e3,2085e4,20312e3,19313e3,18168e3,17906e3,17895e3,1773e4
Iran,155e4,1704e3,1992e3,2549e3,3059e3,3482e3,4121e3,4947e3,5945e3,745e4,9066e3,9229e3,7255e3,5235e3,5839e3,6585e3,6708e3,6396e3,5686e3,5394e3,5513e3
Iraq,533e3,595e3,681e3,731e3,1203e3,117e4,1424e3,1848e3,2087e3,2406e3,2667e3,3001e3,3386e3,402e4,426e4,451e4,4641e3,4831e3,5038e3,5171e3,5192e3
Ireland,242e3,234e3,235e3,259e3,258e3,292e3,321e3,329e3,333e3,338e3,326e3,299e3,283e3,288e3,327e3,363e3,366e3,342e3,323e3,32e4,337e3
Israel,109e3,139e3,162e3,264e3,304e3,316e3,326e3,363e3,426e3,499e3,527e3,548e3,571e3,638e3,685e3,707e3,693e3,681e3,681e3,691e3,698e3
Italy,4028e3,4036e3,367e4,4112e3,3788e3,4041e3,4548e3,4619e3,4412e3,3623e3,3052e3,2871e3,2903e3,2818e3,2942e3,2992e3,2767e3,2549e3,2482e3,25e5,2572e3
Jamaica,143e3,149e3,146e3,17e4,165e3,236e3,248e3,278e3,258e3,244e3,251e3,257e3,286e3,275e3,245e3,238e3,233e3,228e3,216e3,198e3,181e3
Japan,8565e3,8593e3,9237e3,10944e3,9233e3,7933e3,8238e3,8931e3,10086e3,8615e3,7537e3,6576e3,6037e3,5921e3,5685e3,5242e3,478e4,4408e3,4229e3,4152e3,4094e3
Jordan,46e3,71e3,97e3,119e3,163e3,19e4,253e3,321e3,391e3,497e3,543e3,609e3,677e3,692e3,707e3,763e3,77e4,741e3,719e3,7e5,683e3
Kazakhstan,572e3,1054e3,724e3,949e3,129e4,1579e3,1584e3,1427e3,1443e3,1427e3,1417e3,1579e3,1374e3,1074e3,1163e3,1444e3,1419e3,131e4,1171e3,1097e3,1108e3
Kenya,623e3,635e3,664e3,896e3,1177e3,1425e3,1725e3,2095e3,2592e3,3163e3,3752e3,4233e3,4339e3,4798e3,5598e3,6553e3,7011e3,7169e3,7316e3,7597e3,7926e3
"Korea, Dem. Rep.",1201e3,14e5,1451e3,1353e3,956e3,164e4,1717e3,2256e3,2152e3,151e4,1861e3,186e4,2054e3,1881e3,1629e3,153e4,1551e3,1613e3,1597e3,1501e3,1402e3
"Korea, Rep.",1796e3,2395e3,2383e3,2651e3,3088e3,4147e3,424e4,4317e3,4462e3,3896e3,3757e3,314e4,3456e3,3156e3,2428e3,2257e3,2201e3,212e4,2064e3,198e4,1865e3
Kuwait,16e3,18e3,22e3,4e4,62e3,88e3,122e3,146e3,182e3,122e3,154e3,19e4,204e3,223e3,242e3,268e3,271e3,267e3,267e3,273e3,286e3
Kyrgyzstan,174e3,204e3,134e3,173e3,281e3,371e3,409e3,389e3,43e4,452e3,523e3,591e3,58e4,53e4,492e3,561e3,567e3,53e4,478e3,44e4,439e3
Laos,167e3,183e3,204e3,24e4,291e3,316e3,34e4,393e3,459e3,503e3,578e3,68e4,762e3,814e3,733e3,777e3,82e4,861e3,874e3,85e4,822e3
Latvia,167e3,182e3,17e4,161e3,166e3,186e3,188e3,17e4,184e3,165e3,175e3,188e3,134e3,95e3,99e3,111e3,118e3,115e3,105e3,91e3,85e3
Lebanon,143e3,145e3,151e3,189e3,248e3,307e3,312e3,317e3,315e3,345e3,36e4,379e3,39e4,393e3,332e3,318e3,326e3,331e3,329e3,316e3,297e3
Lesotho,72e3,78e3,88e3,102e3,111e3,125e3,142e3,161e3,18e4,204e3,234e3,248e3,251e3,258e3,255e3,255e3,258e3,258e3,253e3,246e3,239e3
Liberia,83e3,92e3,104e3,116e3,133e3,179e3,213e3,237e3,208e3,206e3,301e3,355e3,437e3,503e3,564e3,623e3,677e3,718e3,746e3,768e3,786e3
Libya,103e3,113e3,135e3,158e3,2e5,239e3,298e3,406e3,514e3,599e3,698e3,586e3,545e3,591e3,664e3,719e3,725e3,675e3,605e3,564e3,576e3
Lithuania,245e3,239e3,242e3,216e3,236e3,281e3,293e3,277e3,275e3,254e3,261e3,273e3,228e3,172e3,141e3,146e3,152e3,153e3,148e3,136e3,123e3
Luxembourg,24e3,2e4,2e4,22e3,24e3,27e3,28e3,26e3,22e3,23e3,24e3,27e3,31e3,32e3,31e3,31e3,33e3,36e3,38e3,41e3,42e3
"Macao, China",2e4,12e3,12e3,23e3,4e4,37e3,28e3,26e3,25e3,24e3,35e3,43e3,38e3,27e3,21e3,24e3,26e3,26e3,25e3,22e3,2e4
"Macedonia, FYR",128e3,128e3,122e3,151e3,165e3,166e3,168e3,161e3,158e3,165e3,167e3,16e4,152e3,132e3,117e3,108e3,109e3,108e3,104e3,98e3,91e3
Madagascar,413e3,429e3,448e3,51e4,672e3,777e3,894e3,104e4,1232e3,1421e3,1494e3,1862e3,2222e3,2554e3,278e4,3008e3,3225e3,3409e3,3551e3,3655e3,3729e3
Malawi,293e3,328e3,37e4,422e3,45e4,532e3,631e3,757e3,928e3,1138e3,1235e3,1401e3,1761e3,2105e3,2357e3,2588e3,2867e3,3143e3,3344e3,3461e3,3538e3
Malaysia,58e4,713e3,727e3,937e3,1173e3,1364e3,1574e3,1674e3,1795e3,1999e3,2367e3,2518e3,2669e3,2668e3,2741e3,2732e3,2726e3,2674e3,2572e3,2461e3,2462e3
Maldives,7e3,8e3,8e3,9e3,13e3,14e3,16e3,18e3,23e3,26e3,35e3,39e3,38e3,31e3,26e3,28e3,3e4,31e3,3e4,28e3,26e3
Mali,427e3,471e3,524e3,551e3,582e3,686e3,757e3,851e3,938e3,1021e3,1189e3,1353e3,1494e3,1629e3,1836e3,2102e3,2302e3,2433e3,2529e3,2596e3,2687e3
Malta,28e3,29e3,28e3,35e3,32e3,27e3,27e3,24e3,26e3,29e3,29e3,29e3,27e3,24e3,2e4,19e3,2e4,2e4,2e4,19e3,18e3
Martinique,21e3,24e3,26e3,3e4,34e3,4e4,42e3,38e3,36e3,28e3,28e3,29e3,3e4,28e3,27e3,24e3,23e3,23e3,23e3,22e3,2e4
Mauritania,7e4,78e3,88e3,1e5,113e3,14e4,164e3,189e3,217e3,251e3,285e3,323e3,356e3,391e3,429e3,463e3,484e3,487e3,491e3,498e3,507e3
Mauritius,51e3,58e3,68e3,78e3,92e3,103e3,11e4,118e3,112e3,105e3,101e3,97e3,11e4,103e3,96e3,88e3,91e3,92e3,9e4,87e3,84e3
Mayotte,1e3,2e3,2e3,3e3,4e3,5e3,6e3,8e3,11e3,14e3,16e3,19e3,23e3,27e3,26e3,25e3,26e3,28e3,29e3,29e3,27e3
Mexico,2842e3,3057e3,3705e3,4302e3,5571e3,6556e3,7529e3,8546e3,10036e3,10215e3,1015e4,10066e3,10439e3,10107e3,9749e3,933e4,8788e3,8141e3,7832e3,7677e3,736e4
"Micronesia, Fed. Sts.",3e3,4e3,4e3,5e3,7e3,7e3,8e3,1e4,11e3,13e3,13e3,13e3,13e3,13e3,13e3,12e3,12e3,12e3,11e3,11e3,1e4
Moldova,223e3,261e3,225e3,23e4,349e3,399e3,379e3,336e3,34e4,366e3,367e3,381e3,291e3,192e3,162e3,198e3,203e3,19e4,164e3,142e3,135e3
Mongolia,76e3,86e3,99e3,113e3,129e3,15e4,176e3,204e3,245e3,25e4,27e4,317e3,275e3,235e3,213e3,234e3,24e4,241e3,234e3,215e3,2e5
Montenegro,43e3,46e3,38e3,48e3,56e3,56e3,57e3,5e4,49e3,52e3,54e3,5e4,42e3,42e3,4e4,37e3,38e3,37e3,37e3,36e3,35e3
Morocco,93e4,1057e3,1216e3,1247e3,1489e3,191e4,2106e3,2388e3,2705e3,2947e3,3313e3,3294e3,3178e3,2993e3,2885e3,3046e3,3139e3,3093e3,2939e3,2773e3,2675e3
Mozambique,65e4,703e3,77e4,841e3,94e4,1075e3,1238e3,1378e3,1506e3,1726e3,1928e3,2181e3,248e4,2864e3,3367e3,3584e3,3734e3,3877e3,4034e3,418e4,4269e3
Myanmar,1731e3,1629e3,1688e3,201e4,2827e3,3152e3,3483e3,3919e3,4487e3,4714e3,5026e3,4746e3,4518e3,4291e3,4404e3,4487e3,4487e3,4332e3,4129e3,3976e3,3888e3
Namibia,47e3,5e4,58e3,67e3,79e3,92e3,104e3,124e3,159e3,181e3,199e3,228e3,253e3,255e3,263e3,278e3,287e3,296e3,3e5,299e3,295e3
Nepal,871e3,953e3,1032e3,1027e3,1191e3,136e4,1547e3,1754e3,2007e3,2295e3,261e4,2935e3,3312e3,3592e3,3575e3,3433e3,352e4,3696e3,3763e3,3701e3,3597e3
Netherlands,811e3,817e3,914e3,1183e3,1111e3,1172e3,1255e3,1234e3,1078e3,925e3,929e3,992e3,1021e3,1016e3,1029e3,962e3,931e3,948e3,981e3,989e3,98e4
Netherlands Antilles,1e4,1e4,12e3,15e3,18e3,2e4,2e4,17e3,15e3,14e3,13e3,13e3,13e3,11e3,11e3,11e3,11e3,1e4,9e3,9e3,8e3
New Caledonia,6e3,6e3,7e3,8e3,1e4,13e3,15e3,17e3,18e3,18e3,19e3,21e3,22e3,23e3,22e3,21e3,22e3,22e3,22e3,22e3,22e3
New Zealand,133e3,149e3,183e3,243e3,262e3,298e3,313e3,301e3,29e4,269e3,275e3,307e3,319e3,299e3,297e3,305e3,311e3,31e4,308e3,303e3,301e3
Nicaragua,139e3,154e3,175e3,185e3,272e3,327e3,353e3,397e3,46e4,535e3,606e3,624e3,665e3,648e3,622e3,64e4,644e3,631e3,606e3,578e3,553e3
Niger,265e3,317e3,379e3,407e3,432e3,502e3,564e3,732e3,773e3,996e3,1115e3,134e4,1606e3,1964e3,2398e3,3143e3,3658e3,4238e3,4923e3,5705e3,6462e3
Nigeria,3689e3,4097e3,4532e3,4911e3,5753e3,6504e3,7462e3,8389e3,9969e3,11949e3,13736e3,1526e4,16899e3,18828e3,21028e3,2317e4,24303e3,24652e3,24779e3,25137e3,25661e3
Norway,204e3,21e4,262e3,317e3,302e3,309e3,314e3,335e3,315e3,269e3,266e3,297e3,327e3,324e3,31e4,318e3,312e3,32e4,331e3,336e3,335e3
Oman,46e3,51e3,58e3,67e3,82e3,96e3,115e3,14e4,164e3,204e3,251e3,277e3,29e4,306e3,29e4,3e5,327e3,339e3,34e4,333e3,323e3
Pakistan,3495e3,3967e3,4659e3,5017e3,5759e3,668e4,7951e3,10051e3,11949e3,1336e4,16049e3,19147e3,19899e3,207e5,22038e3,23771e3,25424e3,25769e3,25664e3,25566e3,25731e3
Panama,81e3,92e3,111e3,13e4,153e3,182e3,216e3,247e3,264e3,266e3,28e4,3e5,308e3,33e4,342e3,344e3,342e3,342e3,343e3,34e4,333e3
Papua New Guinea,184e3,197e3,211e3,242e3,28e4,31e4,372e3,419e3,477e3,496e3,557e3,629e3,722e3,837e3,897e3,951e3,992e3,1016e3,105e4,1075e3,1084e3
Paraguay,149e3,172e3,192e3,228e3,279e3,313e3,354e3,401e3,423e3,494e3,593e3,643e3,675e3,697e3,715e3,727e3,735e3,733e3,722e3,709e3,697e3
Peru,779e3,869e3,963e3,1127e3,1357e3,16e5,1889e3,2122e3,235e4,2585e3,2674e3,2831e3,2894e3,2889e3,2886e3,2885e3,2796e3,2727e3,2675e3,2619e3,2551e3
Philippines,2022e3,2329e3,2745e3,3202e3,4066e3,4685e3,5347e3,6039e3,6701e3,7514e3,8261e3,9118e3,9756e3,10039e3,10223e3,10688e3,10841e3,10948e3,10923e3,10792e3,10631e3
Poland,2412e3,2297e3,1954e3,2887e3,3466e3,3422e3,2773e3,2509e3,2848e3,3216e3,3352e3,2911e3,2455e3,1981e3,1767e3,1843e3,1847e3,1755e3,1587e3,1435e3,1361e3
Portugal,808e3,77e4,738e3,763e3,736e3,795e3,854e3,844e3,849e3,791e3,693e3,596e3,562e3,558e3,567e3,536e3,507e3,479e3,458e3,454e3,459e3
Puerto Rico,221e3,23e4,251e3,246e3,292e3,328e3,337e3,339e3,327e3,337e3,314e3,296e3,294e3,282e3,249e3,247e3,248e3,244e3,237e3,228e3,218e3
Qatar,2e3,3e3,4e3,7e3,9e3,16e3,19e3,22e3,26e3,3e4,44e3,62e3,92e3,75e3,91e3,96e3,108e3,112e3,108e3,107e3,11e4
