country,1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
Guinea-Bissau,54e3,61e3,63e3,82e3,66e3,74e3,74e3,129e3,124e3,13e4,147e3,172e3,198e3,223e3,25e4,274e3,296e3,316e3,333e3,346e3,359e3
Guyana,43e3,52e3,69e3,87e3,102e3,104e3,106e3,99e3,92e3,9e4,74e3,75e3,83e3,74e3,61e3,56e3,54e3,52e3,48e3,41e3,35e3
Haiti,38e4,404e3,415e3,5e5,566e3,638e3,684e3,721e3,847e3,1043e3,1097e3,1139e3,1185e3,1193e3,1225e3,1247e3,1265e3,1268e3,1249e3,1222e3,1191e3
Honduras,17e4,191e3,232e3,298e3,346e3,407e3,481e3,543e3,637e3,73e4,802e3,879e3,906e3,918e3,947e3,964e3,962e3,94e4,905e3,863e3,816e3
"Hong Kong, China",158e3,146e3,346e3,444e3,506e3,531e3,46e4,438e3,424e3,435e3,4e5,44e4,363e3,236e3,279e3,334e3,339e3,337e3,322e3,311e3,322e3
Hungary,739e3,767e3,804e3,917e3,796e3,642e3,711e3,786e3,834e3,663e3,628e3,593e3,498e3,481e3,497e3,492e3,476e3,46e4,442e3,43e4,434e3
Iceland,12e3,14e3,18e3,2e4,23e3,23e3,21e3,21e3,21e3,21e3,21e3,23e3,22e3,22e3,24e3,24e3,24e3,23e3,22e3,21e3,21e3
India,41634e3,42465e3,47093e3,60273e3,66375e3,72696e3,79643e3,87841e3,98233e3,10721e4,114997e3,122162e3,123272e3,124443e3,122698e3,121242e3,117706e3,112484e3,10608e4,100983e3,99982e3
Indonesia,9358e3,9534e3,9721e3,11661e3,14073e3,15983e3,17968e3,19578e3,20646e3,21327e3,20885e3,20573e3,20464e3,20938e3,20394e3,19389e3,18239e3,17978e3,17962e3,17797e3,17337e3
Iran,1734e3,2024e3,2586e3,3097e3,3544e3,4147e3,489e4,56e5,7413e3,8964e3,8223e3,7334e3,5307e3,5855e3,66e5,6722e3,6409e3,5698e3,5405e3,5523e3,5678e3
Iraq,61e4,695e3,742e3,1219e3,1184e3,1441e3,1877e3,2145e3,2433e3,2682e3,303e4,3442e3,4009e3,4261e3,4509e3,4655e3,4844e3,5049e3,5182e3,5201e3,5163e3
Ireland,262e3,278e3,29e4,284e3,296e3,318e3,34e4,35e4,345e3,333e3,292e3,274e3,285e3,324e3,36e4,363e3,339e3,32e4,317e3,333e3,353e3
Israel,109e3,146e3,229e3,296e3,3e5,322e3,362e3,422e3,454e3,51e4,542e3,566e3,635e3,683e3,705e3,692e3,679e3,679e3,689e3,696e3,689e3
Italy,417e4,3784e3,4236e3,3903e3,4079e3,4551e3,4602e3,4377e3,3609e3,301e4,2797e3,2833e3,2772e3,2912e3,2961e3,2736e3,2518e3,245e4,2468e3,254e4,2607e3
Jamaica,15e4,162e3,174e3,189e3,249e3,3e5,286e3,286e3,259e3,271e3,273e3,293e3,282e3,252e3,245e3,24e4,235e3,223e3,205e3,188e3,173e3
Japan,8661e3,9438e3,11118e3,9248e3,7963e3,825e4,8909e3,10125e3,8583e3,7528e3,6574e3,6025e3,5895e3,5658e3,5214e3,4752e3,438e4,4201e3,4123e3,4065e3,3954e3
Jordan,58e3,84e3,115e3,132e3,192e3,241e3,315e3,376e3,441e3,544e3,595e3,663e3,705e3,711e3,764e3,771e3,741e3,719e3,701e3,683e3,666e3
Kazakhstan,99e4,635e3,893e3,1282e3,1609e3,1716e3,1509e3,1581e3,1597e3,1556e3,1606e3,1389e3,1087e3,1176e3,1458e3,1432e3,1322e3,1184e3,1109e3,1119e3,1154e3
Kenya,654e3,681e3,918e3,1202e3,1451e3,1751e3,2122e3,2623e3,3184e3,3794e3,4282e3,4415e3,4874e3,5673e3,6622e3,7072e3,7223e3,7363e3,7641e3,7966e3,8168e3
"Korea, Dem. Rep.",1528e3,1468e3,1367e3,963e3,1649e3,1724e3,2262e3,2157e3,1513e3,1866e3,1866e3,206e4,1886e3,1633e3,1533e3,1554e3,1616e3,16e5,1503e3,1403e3,1358e3
"Korea, Rep.",2442e3,2621e3,2822e3,3449e3,4393e3,4527e3,4441e3,4486e3,3966e3,3727e3,3104e3,3462e3,3162e3,2434e3,2262e3,2206e3,2124e3,2068e3,1984e3,1869e3,1744e3
Kuwait,15e3,17e3,22e3,39e3,75e3,11e4,153e3,175e3,217e3,144e3,178e3,196e3,218e3,236e3,263e3,266e3,262e3,261e3,268e3,281e3,294e3
Kyrgyzstan,204e3,133e3,166e3,272e3,382e3,43e4,409e3,444e3,473e3,527e3,598e3,586e3,536e3,498e3,567e3,573e3,536e3,484e3,445e3,445e3,446e3
Laos,188e3,209e3,245e3,298e3,323e3,36e4,402e3,466e3,511e3,59e4,693e3,772e3,823e3,741e3,784e3,827e3,868e3,88e4,857e3,828e3,816e3
Latvia,181e3,164e3,145e3,163e3,174e3,176e3,164e3,18e4,174e3,179e3,191e3,135e3,96e3,1e5,112e3,118e3,115e3,105e3,91e3,85e3,9e4
Lebanon,147e3,149e3,189e3,255e3,31e4,344e3,342e3,34e4,337e3,364e3,365e3,392e3,395e3,334e3,32e4,328e3,333e3,331e3,317e3,298e3,286e3
Lesotho,83e3,93e3,107e3,116e3,13e4,146e3,165e3,191e3,215e3,239e3,254e3,258e3,266e3,262e3,262e3,264e3,263e3,258e3,251e3,244e3,237e3
Liberia,95e3,106e3,118e3,134e3,181e3,215e3,241e3,252e3,268e3,244e3,351e3,412e3,509e3,571e3,629e3,683e3,723e3,751e3,773e3,79e4,803e3
Libya,119e3,133e3,157e3,187e3,234e3,286e3,389e3,515e3,6e5,698e3,586e3,544e3,59e4,663e3,718e3,724e3,674e3,604e3,563e3,575e3,614e3
Lithuania,247e3,226e3,229e3,248e3,283e3,295e3,273e3,277e3,263e3,27e4,276e3,236e3,176e3,143e3,147e3,153e3,153e3,149e3,137e3,123e3,12e4
Luxembourg,2e4,2e4,2e4,24e3,25e3,26e3,26e3,21e3,21e3,23e3,26e3,29e3,31e3,29e3,3e4,31e3,34e3,37e3,39e3,4e4,4e4
"Macao, China",16e3,13e3,23e3,31e3,41e3,3e4,21e3,22e3,23e3,34e3,41e3,35e3,26e3,2e4,23e3,25e3,25e3,24e3,21e3,19e3,2e4
"Macedonia, FYR",129e3,131e3,157e3,169e3,169e3,167e3,171e3,16e4,167e3,168e3,16e4,153e3,133e3,117e3,108e3,109e3,108e3,104e3,98e3,92e3,89e3
Madagascar,444e3,463e3,526e3,692e3,799e3,918e3,1063e3,1259e3,1447e3,1518e3,1888e3,2249e3,2581e3,2805e3,3032e3,3248e3,343e4,357e4,3672e3,3745e3,3793e3
Malawi,345e3,389e3,442e3,471e3,547e3,646e3,773e3,901e3,1222e3,1252e3,1412e3,1775e3,2127e3,2378e3,2606e3,2882e3,3156e3,3357e3,3473e3,3549e3,3625e3
Malaysia,727e3,738e3,949e3,1207e3,1418e3,1583e3,1694e3,1829e3,1976e3,2324e3,2492e3,2646e3,266e4,2732e3,2722e3,2716e3,2664e3,2561e3,245e4,245e4,2452e3
Maldives,8e3,8e3,9e3,14e3,15e3,16e3,18e3,22e3,27e3,35e3,39e3,38e3,31e3,26e3,28e3,3e4,31e3,3e4,28e3,26e3,26e3
Mali,484e3,539e3,568e3,602e3,707e3,785e3,883e3,973e3,1058e3,123e4,1388e3,153e4,1664e3,1872e3,2137e3,2336e3,2465e3,2559e3,2624e3,2713e3,2809e3
Malta,32e3,31e3,31e3,35e3,32e3,27e3,23e3,27e3,29e3,29e3,28e3,26e3,24e3,2e4,19e3,2e4,2e4,2e4,19e3,18e3,17e3
Martinique,24e3,25e3,32e3,41e3,41e3,47e3,41e3,35e3,29e3,3e4,3e4,31e3,28e3,28e3,25e3,24e3,24e3,23e3,22e3,21e3,2e4
Mauritania,79e3,89e3,101e3,115e3,142e3,166e3,192e3,221e3,254e3,288e3,324e3,359e3,396e3,434e3,467e3,488e3,491e3,494e3,501e3,509e3,512e3
Mauritius,61e3,71e3,82e3,99e3,114e3,134e3,12e4,114e3,106e3,102e3,97e3,11e4,103e3,96e3,88e3,91e3,92e3,9e4,87e3,84e3,82e3
Mayotte,1e3,2e3,3e3,4e3,4e3,6e3,7e3,1e4,12e3,16e3,19e3,23e3,26e3,26e3,25e3,26e3,27e3,28e3,28e3,27e3,26e3
Mexico,3139e3,3784e3,4407e3,5727e3,6778e3,7771e3,9072e3,10423e3,10542e3,10431e3,10675e3,10983e3,10477e3,10077e3,9573e3,903e4,838e4,807e4,7916e3,7598e3,7175e3
"Micronesia, Fed. Sts.",4e3,4e3,5e3,7e3,8e3,8e3,1e4,12e3,12e3,15e3,14e3,14e3,14e3,13e3,13e3,12e3,12e3,12e3,11e3,1e4,9e3
Moldova,25e4,214e3,222e3,343e3,415e3,398e3,333e3,352e3,376e3,408e3,4e5,311e3,204e3,17e4,203e3,208e3,195e3,169e3,146e3,14e4,145e3
Mongolia,88e3,101e3,114e3,131e3,152e3,178e3,205e3,237e3,271e3,275e3,316e3,278e3,237e3,214e3,235e3,242e3,242e3,235e3,216e3,201e3,199e3
Montenegro,48e3,42e3,51e3,59e3,58e3,57e3,53e3,5e4,52e3,53e3,54e3,43e3,43e3,4e4,37e3,38e3,37e3,37e3,36e3,35e3,34e3
Morocco,1091e3,1245e3,1429e3,1599e3,1998e3,2354e3,2412e3,2752e3,3002e3,3386e3,3372e3,3221e3,3032e3,292e4,3075e3,3166e3,3119e3,2964e3,2798e3,2699e3,2658e3
Mozambique,736e3,802e3,874e3,974e3,1111e3,1265e3,1442e3,1638e3,1854e3,1965e3,2223e3,2523e3,2914e3,3428e3,3639e3,3777e3,3913e3,4066e3,4211e3,4296e3,4323e3
Myanmar,1678e3,1727e3,2048e3,287e4,319e4,3518e3,3956e3,4534e3,476e4,5066e3,4846e3,4582e3,432e4,4427e3,4506e3,4504e3,4347e3,4142e3,3987e3,3899e3,3849e3
Namibia,51e3,59e3,69e3,81e3,93e3,108e3,127e3,156e3,183e3,201e3,229e3,254e3,257e3,264e3,279e3,287e3,296e3,3e5,299e3,295e3,293e3
Nepal,988e3,107e4,1062e3,1228e3,1394e3,1582e3,1794e3,2049e3,2346e3,2645e3,2965e3,3339e3,3616e3,3597e3,3452e3,3537e3,3712e3,3778e3,3716e3,3611e3,3539e3
Netherlands,825e3,918e3,1184e3,1107e3,1155e3,1231e3,1223e3,1057e3,902e3,905e3,976e3,1005e3,1001e3,1014e3,946e3,915e3,932e3,965e3,973e3,964e3,94e4
Netherlands Antilles,11e3,12e3,16e3,18e3,21e3,19e3,19e3,17e3,16e3,16e3,15e3,15e3,14e3,14e3,13e3,12e3,11e3,1e4,9e3,9e3,9e3
New Caledonia,7e3,7e3,8e3,1e4,12e3,15e3,17e3,18e3,18e3,19e3,21e3,22e3,23e3,21e3,21e3,21e3,22e3,22e3,22e3,21e3,21e3
New Zealand,146e3,182e3,237e3,261e3,295e3,318e3,304e3,295e3,256e3,266e3,295e3,313e3,293e3,291e3,3e5,305e3,305e3,302e3,297e3,295e3,297e3
Nicaragua,16e4,18e4,191e3,28e4,337e3,365e3,416e3,49e4,56e4,635e3,66e4,701e3,67e4,644e3,662e3,665e3,652e3,626e3,599e3,574e3,549e3
Niger,323e3,39e4,417e3,443e3,533e3,644e3,762e3,884e3,1041e3,1216e3,1416e3,1682e3,2041e3,2476e3,3222e3,3736e3,4315e3,5e6,5782e3,6538e3,7118e3
Nigeria,4249e3,4693e3,5077e3,5943e3,6705e3,7576e3,8673e3,10237e3,12271e3,14084e3,15617e3,17292e3,19252e3,21466e3,23606e3,2471e4,25019e3,25111e3,25438e3,25936e3,26229e3
Norway,214e3,258e3,317e3,302e3,308e3,313e3,333e3,313e3,266e3,261e3,289e3,317e3,317e3,305e3,312e3,307e3,315e3,325e3,33e4,329e3,327e3
Oman,53e3,6e4,69e3,84e3,97e3,114e3,138e3,173e3,218e3,264e3,276e3,29e4,306e3,291e3,3e5,327e3,339e3,34e4,332e3,323e3,318e3
Pakistan,4021e3,4717e3,508e4,5817e3,6733e3,7981e3,9861e3,1193e4,13724e3,16121e3,19358e3,20122e3,20854e3,22183e3,23908e3,25557e3,25897e3,25787e3,25685e3,25848e3,26065e3
Panama,93e3,112e3,132e3,156e3,185e3,217e3,249e3,267e3,267e3,28e4,3e5,308e3,33e4,342e3,344e3,342e3,342e3,343e3,34e4,333e3,323e3
Papua New Guinea,205e3,219e3,243e3,274e3,318e3,356e3,424e3,482e3,501e3,562e3,634e3,727e3,841e3,902e3,955e3,996e3,1019e3,1053e3,1077e3,1086e3,1082e3
Paraguay,194e3,215e3,25e4,3e5,333e3,373e3,412e3,43e4,5e5,598e3,648e3,68e4,703e3,72e4,732e3,74e4,737e3,726e3,714e3,702e3,69e4
Peru,887e3,98e4,1144e3,1376e3,1616e3,1907e3,2142e3,2376e3,262e4,2711e3,288e4,2949e3,2928e3,2914e3,2905e3,2815e3,2746e3,2692e3,2635e3,2567e3,2492e3
Philippines,2376e3,2791e3,3245e3,4123e3,475e4,5421e3,6099e3,6776e3,7613e3,8354e3,9206e3,984e4,10114e3,10297e3,10763e3,10914e3,1102e4,10992e3,10861e3,10699e3,10503e3
Poland,2323e3,2e6,2908e3,3482e3,3455e3,2774e3,2522e3,2852e3,3231e3,3378e3,2929e3,2466e3,1991e3,1769e3,1844e3,1848e3,1755e3,1588e3,1435e3,1361e3,1362e3
Portugal,796e3,767e3,839e3,808e3,81e4,856e3,852e3,857e3,804e3,674e3,577e3,55e4,551e3,561e3,53e4,501e3,473e3,452e3,448e3,452e3,453e3
Puerto Rico,273e3,293e3,322e3,314e3,335e3,329e3,338e3,344e3,34e4,32e4,306e3,301e3,287e3,254e3,251e3,251e3,246e3,239e3,23e4,22e4,214e3
Qatar,3e3,4e3,5e3,6e3,1e4,16e3,22e3,26e3,35e3,4e4,5e4,45e3,7e4,84e3,91e3,103e3,108e3,103e3,103e3,105e3,11e4
